# Huayan Robotics HR_S50-2000 Point-to-Point Trajectory
# Generated: 2026-02-01
# Contact: yuesj@huayan-robotics.com
# Website: https://www.huayan-robotics.com
#
# Start (deg): 0.00, -90.00, 90.00, 0.00, -90.00, 0.00
# Goal (deg): 45.00, -60.00, 60.00, 30.00, -60.00, 45.00
# Total time: 25.46 s
# Sample rate: 250.00 Hz
# Points: 6366
#
# Units: time(s), position(deg), velocity(deg/s), acceleration(deg/s^2)
#
time,j1_pos,j2_pos,j3_pos,j4_pos,j5_pos,j6_pos,j1_vel,j2_vel,j3_vel,j4_vel,j5_vel,j6_vel,j1_acc,j2_acc,j3_acc,j4_acc,j5_acc,j6_acc
0.528000,1.6702,-88.8866,88.8866,1.1134,-88.8866,1.6702,3.6086,2.4058,-2.4058,2.4058,2.4058,3.6086,43.0012,28.6675,-28.6675,28.6675,28.6675,43.0012
0.532000,1.6849,-88.8767,88.8767,1.1233,-88.8767,1.6849,3.7788,2.5192,-2.5192,2.5192,2.5192,3.7788,42.0513,28.0342,-28.0342,28.0342,28.0342,42.0513
0.536000,1.7004,-88.8664,88.8664,1.1336,-88.8664,1.7004,3.9449,2.6299,-2.6299,2.6299,2.6299,3.9449,40.9711,27.3141,-27.3141,27.3141,27.3141,40.9711
0.540000,1.7165,-88.8557,88.8557,1.1443,-88.8557,1.7165,4.1064,2.7376,-2.7376,2.7376,2.7376,4.1064,39.7666,26.5111,-26.5111,26.5111,26.5111,39.7666
0.544000,1.7332,-88.8445,88.8445,1.1555,-88.8445,1.7332,4.2629,2.8419,-2.8419,2.8419,2.8419,4.2629,38.4439,25.6292,-25.6292,25.6292,25.6292,38.4439
0.548000,1.7506,-88.8329,88.8329,1.1671,-88.8329,1.7506,4.4138,2.9425,-2.9425,2.9425,2.9425,4.4138,37.0089,24.6726,-24.6726,24.6726,24.6726,37.0089
0.552000,1.7685,-88.8210,88.8210,1.1790,-88.8210,1.7685,4.5588,3.0392,-3.0392,3.0392,3.0392,4.5588,35.4679,23.6453,-23.6453,23.6453,23.6453,35.4679
0.556000,1.7871,-88.8086,88.8086,1.1914,-88.8086,1.7871,4.6974,3.1316,-3.1316,3.1316,3.1316,4.6974,33.8267,22.5512,-22.5512,22.5512,22.5512,33.8267
0.560000,1.8061,-88.7959,88.7959,1.2041,-88.7959,1.8061,4.8293,3.2195,-3.2195,3.2195,3.2195,4.8293,32.0915,21.3944,-21.3944,21.3944,21.3944,32.0915
0.564000,1.8257,-88.7829,88.7829,1.2171,-88.7829,1.8257,4.9540,3.3027,-3.3027,3.3027,3.3027,4.9540,30.2684,20.1789,-20.1789,20.1789,20.1789,30.2684
0.568000,1.8457,-88.7695,88.7695,1.2305,-88.7695,1.8457,5.0713,3.3809,-3.3809,3.3809,3.3809,5.0713,28.3633,18.9088,-18.9088,18.9088,18.9088,28.3633
0.572000,1.8662,-88.7558,88.7558,1.2442,-88.7558,1.8662,5.1808,3.4539,-3.4539,3.4539,3.4539,5.1808,26.3823,17.5882,-17.5882,17.5882,17.5882,26.3823
0.576000,1.8872,-88.7419,88.7419,1.2581,-88.7419,1.8872,5.2823,3.5215,-3.5215,3.5215,3.5215,5.2823,24.3314,16.2210,-16.2210,16.2210,16.2210,24.3314
0.580000,1.9085,-88.7277,88.7277,1.2723,-88.7277,1.9085,5.3754,3.5836,-3.5836,3.5836,3.5836,5.3754,22.2168,14.8112,-14.8112,14.8112,14.8112,22.2168
0.584000,1.9302,-88.7132,88.7132,1.2868,-88.7132,1.9302,5.4599,3.6400,-3.6400,3.6400,3.6400,5.4599,20.0445,13.3630,-13.3630,13.3630,13.3630,20.0445
0.588000,1.9522,-88.6986,88.6986,1.3014,-88.6986,1.9522,5.5357,3.6905,-3.6905,3.6905,3.6905,5.5357,17.8204,11.8803,-11.8803,11.8803,11.8803,17.8204
0.592000,1.9744,-88.6837,88.6837,1.3163,-88.6837,1.9744,5.6024,3.7350,-3.7350,3.7350,3.7350,5.6024,15.5507,10.3672,-10.3672,10.3672,10.3672,15.5507
0.596000,1.9970,-88.6687,88.6687,1.3313,-88.6687,1.9970,5.6600,3.7734,-3.7734,3.7734,3.7734,5.6600,13.2415,8.8277,-8.8277,8.8277,8.8277,13.2415
0.600000,2.0197,-88.6535,88.6535,1.3465,-88.6535,2.0197,5.7083,3.8056,-3.8056,3.8056,3.8056,5.7083,10.8987,7.2658,-7.2658,7.2658,7.2658,10.8987
0.604000,2.0426,-88.6383,88.6383,1.3617,-88.6383,2.0426,5.7472,3.8315,-3.8315,3.8315,3.8315,5.7472,8.5284,5.6856,-5.6856,5.6856,5.6856,8.5284
0.608000,2.0657,-88.6229,88.6229,1.3771,-88.6229,2.0657,5.7765,3.8510,-3.8510,3.8510,3.8510,5.7765,6.1367,4.0911,-4.0911,4.0911,4.0911,6.1367
0.612000,2.0888,-88.6075,88.6075,1.3925,-88.6075,2.0888,5.7963,3.8642,-3.8642,3.8642,3.8642,5.7963,3.7296,2.4864,-2.4864,2.4864,2.4864,3.7296
0.616000,2.1120,-88.5920,88.5920,1.4080,-88.5920,2.1120,5.8064,3.8709,-3.8709,3.8709,3.8709,5.8064,1.3131,0.8754,-0.8754,0.8754,0.8754,1.3131
0.620000,2.1353,-88.5765,88.5765,1.4235,-88.5765,2.1353,5.8068,3.8712,-3.8712,3.8712,3.8712,5.8068,-1.1066,-0.7377,0.7377,-0.7377,-0.7377,-1.1066
0.624000,2.1585,-88.5610,88.5610,1.4390,-88.5610,2.1585,5.7975,3.8650,-3.8650,3.8650,3.8650,5.7975,-3.5235,-2.3490,2.3490,-2.3490,-2.3490,-3.5235
0.628000,2.1816,-88.5456,88.5456,1.4544,-88.5456,2.1816,5.7786,3.8524,-3.8524,3.8524,3.8524,5.7786,-5.9317,-3.9544,3.9544,-3.9544,-3.9544,-5.9317
0.632000,2.2047,-88.5302,88.5302,1.4698,-88.5302,2.2047,5.7501,3.8334,-3.8334,3.8334,3.8334,5.7501,-8.3249,-5.5500,5.5500,-5.5500,-5.5500,-8.3249
0.636000,2.2276,-88.5149,88.5149,1.4851,-88.5149,2.2276,5.7120,3.8080,-3.8080,3.8080,3.8080,5.7120,-10.6973,-7.1315,7.1315,-7.1315,-7.1315,-10.6973
0.640000,2.2504,-88.4998,88.4998,1.5002,-88.4998,2.2504,5.6645,3.7764,-3.7764,3.7764,3.7764,5.6645,-13.0427,-8.6951,8.6951,-8.6951,-8.6951,-13.0427
0.644000,2.2729,-88.4847,88.4847,1.5153,-88.4847,2.2729,5.6077,3.7385,-3.7385,3.7385,3.7385,5.6077,-15.3551,-10.2367,10.2367,-10.2367,-10.2367,-15.3551
0.648000,2.2952,-88.4699,88.4699,1.5301,-88.4699,2.2952,5.5418,3.6945,-3.6945,3.6945,3.6945,5.5418,-17.6284,-11.7523,11.7523,-11.7523,-11.7523,-17.6284
0.652000,2.3172,-88.4552,88.4552,1.5448,-88.4552,2.3172,5.4668,3.6445,-3.6445,3.6445,3.6445,5.4668,-19.8566,-13.2377,13.2377,-13.2377,-13.2377,-19.8566
0.656000,2.3389,-88.4407,88.4407,1.5593,-88.4407,2.3389,5.3830,3.5886,-3.5886,3.5886,3.5886,5.3830,-22.0336,-14.6891,14.6891,-14.6891,-14.6891,-22.0336
0.660000,2.3603,-88.4265,88.4265,1.5735,-88.4265,2.3603,5.2906,3.5271,-3.5271,3.5271,3.5271,5.2906,-24.1534,-16.1023,16.1023,-16.1023,-16.1023,-24.1534
0.664000,2.3812,-88.4125,88.4125,1.5875,-88.4125,2.3812,5.1898,3.4599,-3.4599,3.4599,3.4599,5.1898,-26.2099,-17.4733,17.4733,-17.4733,-17.4733,-26.2099
0.668000,2.4018,-88.3988,88.3988,1.6012,-88.3988,2.4018,5.0810,3.3873,-3.3873,3.3873,3.3873,5.0810,-28.1972,-18.7981,18.7981,-18.7981,-18.7981,-28.1972
0.672000,2.4219,-88.3854,88.3854,1.6146,-88.3854,2.4219,4.9644,3.3096,-3.3096,3.3096,3.3096,4.9644,-30.1090,-20.0727,20.0727,-20.0727,-20.0727,-30.1090
0.676000,2.4415,-88.3723,88.3723,1.6277,-88.3723,2.4415,4.8402,3.2268,-3.2268,3.2268,3.2268,4.8402,-31.9395,-21.2930,21.2930,-21.2930,-21.2930,-31.9395
0.680000,2.4606,-88.3596,88.3596,1.6404,-88.3596,2.4606,4.7090,3.1393,-3.1393,3.1393,3.1393,4.7090,-33.6824,-22.4550,22.4550,-22.4550,-22.4550,-33.6824
0.684000,2.4792,-88.3472,88.3472,1.6528,-88.3472,2.4792,4.5709,3.0473,-3.0473,3.0473,3.0473,4.5709,-35.3319,-23.5546,23.5546,-23.5546,-23.5546,-35.3319
0.688000,2.4972,-88.3352,88.3352,1.6648,-88.3352,2.4972,4.4264,2.9510,-2.9510,2.9510,2.9510,4.4264,-36.8818,-24.5878,24.5878,-24.5878,-24.5878,-36.8818
0.692000,2.5146,-88.3236,88.3236,1.6764,-88.3236,2.5146,4.2760,2.8507,-2.8507,2.8507,2.8507,4.2760,-38.3260,-25.5507,25.5507,-25.5507,-25.5507,-38.3260
0.696000,2.5314,-88.3124,88.3124,1.6876,-88.3124,2.5314,4.1200,2.7467,-2.7467,2.7467,2.7467,4.1200,-39.6586,-26.4391,26.4391,-26.4391,-26.4391,-39.6586
0.700000,2.5475,-88.3017,88.3017,1.6983,-88.3017,2.5475,3.9589,2.6393,-2.6393,2.6393,2.6393,3.9589,-40.8735,-27.2490,27.2490,-27.2490,-27.2490,-40.8735
0.704000,2.5630,-88.2913,88.2913,1.7087,-88.2913,2.5630,3.7932,2.5288,-2.5288,2.5288,2.5288,3.7932,-41.9646,-27.9764,27.9764,-27.9764,-27.9764,-41.9646
0.708000,2.5779,-88.2814,88.2814,1.7186,-88.2814,2.5779,3.6233,2.4156,-2.4156,2.4156,2.4156,3.6233,-42.9259,-28.6173,28.6173,-28.6173,-28.6173,-42.9259
0.712000,2.5920,-88.2720,88.2720,1.7280,-88.2720,2.5920,3.4499,2.3000,-2.3000,2.3000,2.3000,3.4499,-43.7513,-29.1676,29.1676,-29.1676,-29.1676,-43.7513
0.716000,2.6055,-88.2630,88.2630,1.7370,-88.2630,2.6055,3.2735,2.1823,-2.1823,2.1823,2.1823,3.2735,-44.4348,-29.6232,29.6232,-29.6232,-29.6232,-44.4348
0.720000,2.6182,-88.2545,88.2545,1.7455,-88.2545,2.6182,3.0947,2.0631,-2.0631,2.0631,2.0631,3.0947,-44.9704,-29.9802,29.9802,-29.9802,-29.9802,-44.9704
0.724000,2.6302,-88.2465,88.2465,1.7535,-88.2465,2.6302,2.9140,1.9426,-1.9426,1.9426,1.9426,2.9140,-45.3519,-30.2346,30.2346,-30.2346,-30.2346,-45.3519
0.728000,2.6415,-88.2390,88.2390,1.7610,-88.2390,2.6415,2.7321,1.8214,-1.8214,1.8214,1.8214,2.7321,-45.5733,-30.3822,30.3822,-30.3822,-30.3822,-45.5733
0.732000,2.6521,-88.2320,88.2320,1.7680,-88.2320,2.6521,2.5496,1.6997,-1.6997,1.6997,1.6997,2.5496,-45.6287,-30.4191,30.4191,-30.4191,-30.4191,-45.6287
0.736000,2.6619,-88.2254,88.2254,1.7746,-88.2254,2.6619,2.3673,1.5782,-1.5782,1.5782,1.5782,2.3673,-45.5118,-30.3412,30.3412,-30.3412,-30.3412,-45.5118
0.740000,2.6710,-88.2193,88.2193,1.7807,-88.2193,2.6710,2.1857,1.4572,-1.4572,1.4572,1.4572,2.1857,-45.2167,-30.1445,30.1445,-30.1445,-30.1445,-45.2167
0.744000,2.6794,-88.2137,88.2137,1.7863,-88.2137,2.6794,2.0058,1.3372,-1.3372,1.3372,1.3372,2.0058,-44.7374,-29.8249,29.8249,-29.8249,-29.8249,-44.7374
0.748000,2.6871,-88.2086,88.2086,1.7914,-88.2086,2.6871,1.8281,1.2187,-1.2187,1.2187,1.2187,1.8281,-44.0677,-29.3785,29.3785,-29.3785,-29.3785,-44.0677
0.752000,2.6940,-88.2040,88.2040,1.7960,-88.2040,2.6940,1.6535,1.1023,-1.1023,1.1023,1.1023,1.6535,-43.2017,-28.8011,28.8011,-28.8011,-28.8011,-43.2017
0.756000,2.7003,-88.1998,88.1998,1.8002,-88.1998,2.7003,1.4827,0.9885,-0.9885,0.9885,0.9885,1.4827,-42.1333,-28.0888,28.0888,-28.0888,-28.0888,-42.1333
0.760000,2.7059,-88.1961,88.1961,1.8039,-88.1961,2.7059,1.3167,0.8778,-0.8778,0.8778,0.8778,1.3167,-40.8563,-27.2376,27.2376,-27.2376,-27.2376,-40.8563
0.764000,2.7108,-88.1928,88.1928,1.8072,-88.1928,2.7108,1.1562,0.7708,-0.7708,0.7708,0.7708,1.1562,-39.3648,-26.2432,26.2432,-26.2432,-26.2432,-39.3648
0.768000,2.7151,-88.1899,88.1899,1.8101,-88.1899,2.7151,1.0021,0.6680,-0.6680,0.6680,0.6680,1.0021,-37.6526,-25.1017,25.1017,-25.1017,-25.1017,-37.6526
0.772000,2.7189,-88.1874,88.1874,1.8126,-88.1874,2.7189,0.8553,0.5702,-0.5702,0.5702,0.5702,0.8553,-35.7138,-23.8092,23.8092,-23.8092,-23.8092,-35.7138
0.776000,2.7220,-88.1853,88.1853,1.8147,-88.1853,2.7220,0.7167,0.4778,-0.4778,0.4778,0.4778,0.7167,-33.5424,-22.3616,22.3616,-22.3616,-22.3616,-33.5424
0.780000,2.7246,-88.1836,88.1836,1.8164,-88.1836,2.7246,0.5872,0.3915,-0.3915,0.3915,0.3915,0.5872,-31.1322,-20.7548,20.7548,-20.7548,-20.7548,-31.1322
0.784000,2.7267,-88.1822,88.1822,1.8178,-88.1822,2.7267,0.4680,0.3120,-0.3120,0.3120,0.3120,0.4680,-28.4772,-18.9848,18.9848,-18.9848,-18.9848,-28.4772
0.788000,2.7284,-88.1811,88.1811,1.8189,-88.1811,2.7284,0.3598,0.2398,-0.2398,0.2398,0.2398,0.3598,-25.5714,-17.0476,17.0476,-17.0476,-17.0476,-25.5714
0.792000,2.7296,-88.1803,88.1803,1.8197,-88.1803,2.7296,0.2637,0.1758,-0.1758,0.1758,0.1758,0.2637,-22.4087,-14.9392,14.9392,-14.9392,-14.9392,-22.4087
0.796000,2.7305,-88.1797,88.1797,1.8203,-88.1797,2.7305,0.1809,0.1206,-0.1206,0.1206,0.1206,0.1809,-18.9831,-12.6554,12.6554,-12.6554,-12.6554,-18.9831
0.800000,2.7311,-88.1793,88.1793,1.8207,-88.1793,2.7311,0.1122,0.0748,-0.0748,0.0748,0.0748,0.1122,-15.2885,-10.1924,10.1924,-10.1924,-10.1924,-15.2885
0.804000,2.7314,-88.1791,88.1791,1.8209,-88.1791,2.7314,0.0589,0.0393,-0.0393,0.0393,0.0393,0.0589,-11.3189,-7.5460,7.5460,-7.5460,-7.5460,-11.3189
0.808000,2.7316,-88.1790,88.1790,1.8210,-88.1790,2.7316,0.0221,0.0147,-0.0147,0.0147,0.0147,0.0221,-7.0682,-4.7122,4.7122,-4.7122,-4.7122,-7.0682
0.812000,2.7316,-88.1789,88.1789,1.8211,-88.1789,2.7316,0.0028,0.0018,-0.0018,0.0018,0.0018,0.0028,-2.5304,-1.6869,1.6869,-1.6869,-1.6869,-2.5304
0.816000,2.7316,-88.1789,88.1789,1.8211,-88.1789,2.7316,0.0022,0.0014,-0.0014,0.0014,0.0014,0.0022,2.2328,1.4885,-1.4885,1.4885,1.4885,2.2328
0.820000,2.7316,-88.1789,88.1789,1.8211,-88.1789,2.7316,0.0203,0.0135,-0.0135,0.0135,0.0135,0.0203,6.7730,4.5154,-4.5154,4.5154,4.5154,6.7730
0.824000,2.7318,-88.1788,88.1788,1.8212,-88.1788,2.7318,0.0560,0.0373,-0.0373,0.0373,0.0373,0.0560,11.0067,7.3378,-7.3378,7.3378,7.3378,11.0067
0.828000,2.7321,-88.1786,88.1786,1.8214,-88.1786,2.7321,0.1080,0.0720,-0.0720,0.0720,0.0720,0.1080,14.9405,9.9603,-9.9603,9.9603,9.9603,14.9405
0.832000,2.7327,-88.1782,88.1782,1.8218,-88.1782,2.7327,0.1751,0.1167,-0.1167,0.1167,0.1167,0.1751,18.5816,12.3877,-12.3877,12.3877,12.3877,18.5816
0.836000,2.7335,-88.1776,88.1776,1.8224,-88.1776,2.7335,0.2562,0.1708,-0.1708,0.1708,0.1708,0.2562,21.9367,14.6244,-14.6244,14.6244,14.6244,21.9367
0.840000,2.7347,-88.1768,88.1768,1.8232,-88.1768,2.7347,0.3502,0.2335,-0.2335,0.2335,0.2335,0.3502,25.0128,16.6752,-16.6752,16.6752,16.6752,25.0128
0.844000,2.7364,-88.1758,88.1758,1.8242,-88.1758,2.7364,0.4560,0.3040,-0.3040,0.3040,0.3040,0.4560,27.8167,18.5445,-18.5445,18.5445,18.5445,27.8167
0.848000,2.7384,-88.1744,88.1744,1.8256,-88.1744,2.7384,0.5724,0.3816,-0.3816,0.3816,0.3816,0.5724,30.3555,20.2370,-20.2370,20.2370,20.2370,30.3555
0.852000,2.7409,-88.1727,88.1727,1.8273,-88.1727,2.7409,0.6985,0.4657,-0.4657,0.4657,0.4657,0.6985,32.6360,21.7573,-21.7573,21.7573,21.7573,32.6360
0.856000,2.7440,-88.1707,88.1707,1.8293,-88.1707,2.7440,0.8332,0.5554,-0.5554,0.5554,0.5554,0.8332,34.6651,23.1100,-23.1100,23.1100,23.1100,34.6651
0.860000,2.7476,-88.1683,88.1683,1.8317,-88.1683,2.7476,0.9755,0.6503,-0.6503,0.6503,0.6503,0.9755,36.4497,24.2998,-24.2998,24.2998,24.2998,36.4497
0.864000,2.7518,-88.1655,88.1655,1.8345,-88.1655,2.7518,1.1244,0.7496,-0.7496,0.7496,0.7496,1.1244,37.9967,25.3311,-25.3311,25.3311,25.3311,37.9967
0.868000,2.7566,-88.1623,88.1623,1.8377,-88.1623,2.7566,1.2791,0.8528,-0.8528,0.8528,0.8528,1.2791,39.3130,26.2087,-26.2087,26.2087,26.2087,39.3130
0.872000,2.7621,-88.1586,88.1586,1.8414,-88.1586,2.7621,1.4387,0.9591,-0.9591,0.9591,0.9591,1.4387,40.4056,26.9371,-26.9371,26.9371,26.9371,40.4056
0.876000,2.7681,-88.1546,88.1546,1.8454,-88.1546,2.7681,1.6021,1.0681,-1.0681,1.0681,1.0681,1.6021,41.2813,27.5209,-27.5209,27.5209,27.5209,41.2813
0.880000,2.7749,-88.1501,88.1501,1.8499,-88.1501,2.7749,1.7686,1.1791,-1.1791,1.1791,1.1791,1.7686,41.9471,27.9647,-27.9647,27.9647,27.9647,41.9471
0.884000,2.7823,-88.1451,88.1451,1.8549,-88.1451,2.7823,1.9374,1.2916,-1.2916,1.2916,1.2916,1.9374,42.4098,28.2732,-28.2732,28.2732,28.2732,42.4098
0.888000,2.7904,-88.1397,88.1397,1.8603,-88.1397,2.7904,2.1076,1.4051,-1.4051,1.4051,1.4051,2.1076,42.6764,28.4509,-28.4509,28.4509,28.4509,42.6764
0.892000,2.7992,-88.1339,88.1339,1.8661,-88.1339,2.7992,2.2786,1.5190,-1.5190,1.5190,1.5190,2.2786,42.7537,28.5025,-28.5025,28.5025,28.5025,42.7537
0.896000,2.8086,-88.1276,88.1276,1.8724,-88.1276,2.8086,2.4494,1.6330,-1.6330,1.6330,1.6330,2.4494,42.6487,28.4325,-28.4325,28.4325,28.4325,42.6487
0.900000,2.8187,-88.1208,88.1208,1.8792,-88.1208,2.8187,2.6195,1.7463,-1.7463,1.7463,1.7463,2.6195,42.3683,28.2455,-28.2455,28.2455,28.2455,42.3683
0.904000,2.8296,-88.1136,88.1136,1.8864,-88.1136,2.8296,2.7881,1.8588,-1.8588,1.8588,1.8588,2.7881,41.9194,27.9463,-27.9463,27.9463,27.9463,41.9194
0.908000,2.8410,-88.1060,88.1060,1.8940,-88.1060,2.8410,2.9547,1.9698,-1.9698,1.9698,1.9698,2.9547,41.3088,27.5392,-27.5392,27.5392,27.5392,41.3088
0.912000,2.8532,-88.0979,88.0979,1.9021,-88.0979,2.8532,3.1184,2.0789,-2.0789,2.0789,2.0789,3.1184,40.5436,27.0291,-27.0291,27.0291,27.0291,40.5436
0.916000,2.8660,-88.0893,88.0893,1.9107,-88.0893,2.8660,3.2788,2.1859,-2.1859,2.1859,2.1859,3.2788,39.6306,26.4204,-26.4204,26.4204,26.4204,39.6306
0.920000,2.8794,-88.0804,88.0804,1.9196,-88.0804,2.8794,3.4353,2.2902,-2.2902,2.2902,2.2902,3.4353,38.5766,25.7178,-25.7178,25.7178,25.7178,38.5766
0.924000,2.8935,-88.0710,88.0710,1.9290,-88.0710,2.8935,3.5872,2.3915,-2.3915,2.3915,2.3915,3.5872,37.3887,24.9258,-24.9258,24.9258,24.9258,37.3887
0.928000,2.9081,-88.0613,88.0613,1.9387,-88.0613,2.9081,3.7342,2.4895,-2.4895,2.4895,2.4895,3.7342,36.0737,24.0492,-24.0492,24.0492,24.0492,36.0737
0.932000,2.9233,-88.0511,88.0511,1.9489,-88.0511,2.9233,3.8757,2.5838,-2.5838,2.5838,2.5838,3.8757,34.6386,23.0924,-23.0924,23.0924,23.0924,34.6386
0.936000,2.9391,-88.0406,88.0406,1.9594,-88.0406,2.9391,4.0112,2.6741,-2.6741,2.6741,2.6741,4.0112,33.0901,22.0601,-22.0601,22.0601,22.0601,33.0901
0.940000,2.9554,-88.0297,88.0297,1.9703,-88.0297,2.9554,4.1403,2.7602,-2.7602,2.7602,2.7602,4.1403,31.4354,20.9569,-20.9569,20.9569,20.9569,31.4354
0.944000,2.9722,-88.0185,88.0185,1.9815,-88.0185,2.9722,4.2625,2.8417,-2.8417,2.8417,2.8417,4.2625,29.6811,19.7874,-19.7874,19.7874,19.7874,29.6811
0.948000,2.9895,-88.0070,88.0070,1.9930,-88.0070,2.9895,4.3776,2.9184,-2.9184,2.9184,2.9184,4.3776,27.8343,18.5562,-18.5562,18.5562,18.5562,27.8343
0.952000,3.0072,-87.9952,87.9952,2.0048,-87.9952,3.0072,4.4851,2.9901,-2.9901,2.9901,2.9901,4.4851,25.9019,17.2679,-17.2679,17.2679,17.2679,25.9019
0.956000,3.0254,-87.9831,87.9831,2.0169,-87.9831,3.0254,4.5847,3.0565,-3.0565,3.0565,3.0565,4.5847,23.8908,15.9272,-15.9272,15.9272,15.9272,23.8908
0.960000,3.0439,-87.9707,87.9707,2.0293,-87.9707,3.0439,4.6761,3.1174,-3.1174,3.1174,3.1174,4.6761,21.8078,14.5385,-14.5385,14.5385,14.5385,21.8078
0.964000,3.0628,-87.9582,87.9582,2.0418,-87.9582,3.0628,4.7591,3.1727,-3.1727,3.1727,3.1727,4.7591,19.6599,13.1066,-13.1066,13.1066,13.1066,19.6599
0.968000,3.0820,-87.9454,87.9454,2.0546,-87.9454,3.0820,4.8333,3.2222,-3.2222,3.2222,3.2222,4.8333,17.4540,11.6360,-11.6360,11.6360,11.6360,17.4540
0.972000,3.1014,-87.9324,87.9324,2.0676,-87.9324,3.1014,4.8986,3.2658,-3.2658,3.2658,3.2658,4.8986,15.1969,10.1313,-10.1313,10.1313,10.1313,15.1969
0.976000,3.1211,-87.9192,87.9192,2.0808,-87.9192,3.1211,4.9548,3.3032,-3.3032,3.3032,3.3032,4.9548,12.8957,8.5971,-8.5971,8.5971,8.5971,12.8957
0.980000,3.1411,-87.9060,87.9060,2.0940,-87.9060,3.1411,5.0017,3.3345,-3.3345,3.3345,3.3345,5.0017,10.5572,7.0381,-7.0381,7.0381,7.0381,10.5572
0.984000,3.1611,-87.8926,87.8926,2.1074,-87.8926,3.1611,5.0392,3.3595,-3.3595,3.3595,3.3595,5.0392,8.1883,5.4589,-5.4589,5.4589,5.4589,8.1883
0.988000,3.1814,-87.8791,87.8791,2.1209,-87.8791,3.1814,5.0672,3.3781,-3.3781,3.3781,3.3781,5.0672,5.7959,3.8639,-3.8639,3.8639,3.8639,5.7959
0.992000,3.2017,-87.8656,87.8656,2.1344,-87.8656,3.2017,5.0856,3.3904,-3.3904,3.3904,3.3904,5.0856,3.3869,2.2580,-2.2580,2.2580,2.2580,3.3869
0.996000,3.2220,-87.8520,87.8520,2.1480,-87.8520,3.2220,5.0943,3.3962,-3.3962,3.3962,3.3962,5.0943,0.9683,0.6455,-0.6455,0.6455,0.6455,0.9683
1.000000,3.2424,-87.8384,87.8384,2.1616,-87.8384,3.2424,5.0933,3.3956,-3.3956,3.3956,3.3956,5.0933,-1.4531,-0.9687,0.9687,-0.9687,-0.9687,-1.4531
1.004000,3.2628,-87.8248,87.8248,2.1752,-87.8248,3.2628,5.0827,3.3885,-3.3885,3.3885,3.3885,5.0827,-3.8703,-2.5802,2.5802,-2.5802,-2.5802,-3.8703
1.008000,3.2831,-87.8113,87.8113,2.1887,-87.8113,3.2831,5.0624,3.3749,-3.3749,3.3749,3.3749,5.0624,-6.2765,-4.1844,4.1844,-4.1844,-4.1844,-6.2765
1.012000,3.3032,-87.7978,87.7978,2.2022,-87.7978,3.3032,5.0325,3.3550,-3.3550,3.3550,3.3550,5.0325,-8.6648,-5.7765,5.7765,-5.7765,-5.7765,-8.6648
1.016000,3.3233,-87.7845,87.7845,2.2155,-87.7845,3.3233,4.9931,3.3287,-3.3287,3.3287,3.3287,4.9931,-11.0282,-7.3521,7.3521,-7.3521,-7.3521,-11.0282
1.020000,3.3432,-87.7712,87.7712,2.2288,-87.7712,3.3432,4.9443,3.2962,-3.2962,3.2962,3.2962,4.9443,-13.3598,-8.9065,8.9065,-8.9065,-8.9065,-13.3598
1.024000,3.3628,-87.7581,87.7581,2.2419,-87.7581,3.3628,4.8863,3.2575,-3.2575,3.2575,3.2575,4.8863,-15.6527,-10.4351,10.4351,-10.4351,-10.4351,-15.6527
1.028000,3.3823,-87.7452,87.7452,2.2548,-87.7452,3.3823,4.8192,3.2128,-3.2128,3.2128,3.2128,4.8192,-17.9001,-11.9334,11.9334,-11.9334,-11.9334,-17.9001
1.032000,3.4014,-87.7324,87.7324,2.2676,-87.7324,3.4014,4.7431,3.1621,-3.1621,3.1621,3.1621,4.7431,-20.0949,-13.3966,13.3966,-13.3966,-13.3966,-20.0949
1.036000,3.4202,-87.7199,87.7199,2.2801,-87.7199,3.4202,4.6585,3.1057,-3.1057,3.1057,3.1057,4.6585,-22.2304,-14.8203,14.8203,-14.8203,-14.8203,-22.2304
1.040000,3.4386,-87.7076,87.7076,2.2924,-87.7076,3.4386,4.5654,3.0436,-3.0436,3.0436,3.0436,4.5654,-24.2996,-16.1997,16.1997,-16.1997,-16.1997,-24.2996
1.044000,3.4567,-87.6955,87.6955,2.3045,-87.6955,3.4567,4.4642,2.9761,-2.9761,2.9761,2.9761,4.4642,-26.2955,-17.5303,17.5303,-17.5303,-17.5303,-26.2955
1.048000,3.4743,-87.6838,87.6838,2.3162,-87.6838,3.4743,4.3551,2.9034,-2.9034,2.9034,2.9034,4.3551,-28.2114,-18.8076,18.8076,-18.8076,-18.8076,-28.2114
1.052000,3.4915,-87.6723,87.6723,2.3277,-87.6723,3.4915,4.2386,2.8257,-2.8257,2.8257,2.8257,4.2386,-30.0402,-20.0268,20.0268,-20.0268,-20.0268,-30.0402
1.056000,3.5082,-87.6612,87.6612,2.3388,-87.6612,3.5082,4.1149,2.7433,-2.7433,2.7433,2.7433,4.1149,-31.7751,-21.1834,21.1834,-21.1834,-21.1834,-31.7751
1.060000,3.5244,-87.6504,87.6504,2.3496,-87.6504,3.5244,3.9845,2.6564,-2.6564,2.6564,2.6564,3.9845,-33.4092,-22.2728,22.2728,-22.2728,-22.2728,-33.4092
1.064000,3.5401,-87.6399,87.6399,2.3601,-87.6399,3.5401,3.8478,2.5652,-2.5652,2.5652,2.5652,3.8478,-34.9355,-23.2903,23.2903,-23.2903,-23.2903,-34.9355
